Above Ground Sighter Measurement,Action,Action (group),Age,Approaches,black,Borough Boundaries,Chasing,cinnamon,City Council Districts,Climbing,Color notes,Combination of Primary and Highlight Color,Community Districts,Date,Eating,Foraging,gray,Hectare,Hectare Squirrel Number,Highlight,Highlight Fur Color,Indifferent,Kuks,Lat/Long,Location,Moans,Other Activities,Other Interactions,Police Precincts,Primary Fur Color,Quaas,Running,Runs from,Shift,Specific Location,Tail flags,Tail twitches,Unique Squirrel ID,Zip Codes,Number of Records,X,Y
FALSE,EATING,Eating,Juvenile,False,False,4,False,False,19,False,Side stripes,"Gray+Cinnamon, White",19,10192018,True,False,True,19B,1,,"Cinnamon, White",True,False,POINT (-73.9697196619878 40.7814068507607),Ground Plane,False,,indifferent then runs from,13,GRAY,False,True,True,AM,,False,False,19B-AM-1019-01,,1,-73.969719662,40.781406851
2,INDIFFERENT,Indifferent,Adult,False,False,4,False,True,19,False,,Cinnamon+,19,10172018,False,False,False,15D,4,,,True,False,POINT (-73.9706851546184 40.7780777016038),Above Ground,False,,,13,CINNAMON,False,True,False,PM,on fence,False,False,15D-PM-1017-04,,1,-73.970685155,40.778077702
FALSE,APPROACHES,Approaches,Adult,True,False,4,False,False,19,False,,Gray+,19,10172018,False,True,True,13E,2,,,False,False,POINT (-73.970475755546 40.7763348062134),Ground Plane,False,begging (came one yard away from me and stood there),,13,GRAY,False,False,False,AM,,False,False,13E-AM-1017-02,,1,-73.970475756,40.776334806
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+White,19,10102018,False,True,True,03D,10,,White,False,False,POINT (-73.9777259022441 40.7682059907903),Ground Plane,False,,,13,GRAY,False,False,True,PM,,False,False,3D-PM-1010-10,,1,-73.977725902,40.768205991
0,CLIMBING,Climbing,Adult,False,False,4,False,False,19,True,,Gray+Cinnamon,19,10172018,False,False,True,15C,2,,Cinnamon,False,False,POINT (-73.9716881838671 40.778553537087),Above Ground,False,,,13,GRAY,False,False,True,PM,,False,False,15C-PM-1017-02,,1,-73.971688184,40.778553537
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+White,19,10132018,False,True,True,32A,9,,White,True,False,POINT (-73.9633250636501 40.7922155082679),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,False,32A-PM-1013-09,,1,-73.963325064,40.792215508
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10082018,False,True,True,15G,5,,Cinnamon,True,False,POINT (-73.967418114684 40.7764595360054),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,False,15G-AM-1008-05,,1,-73.967418115,40.776459536
5,CHASING,Chasing,Adult,False,False,4,True,False,19,False,,Gray+,19,10082018,False,False,True,07B,3,,,True,False,POINT (-73.9771695272048 40.7724277276263),Above Ground,False,,,13,GRAY,False,False,False,AM,,False,False,7B-AM-1008-03,,1,-73.977169527,40.772427728
FALSE,EATING,Eating,Adult,False,False,4,False,False,19,False,,Gray+,19,10082018,True,False,True,15E,7,,,True,False,POINT (-73.9699675160516 40.7773012642758),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,False,15E-PM-1008-07,,1,-73.969967516,40.777301264
FALSE,EATING,Eating,Adult,False,False,4,False,True,19,False,,"Cinnamon+Gray, White",19,10082018,True,False,False,04D,1,,"Gray, White",False,False,POINT (-73.9758959798289 40.7694125671679),Ground Plane,False,,,13,CINNAMON,False,False,True,PM,,False,False,4D-PM-1008-01,,1,-73.975895980,40.769412567
FALSE,EATING,Eating,,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10132018,True,False,True,36A,6,,Cinnamon,True,False,POINT (-73.9607608482656 40.7954687648248),Ground Plane,False,,,13,GRAY,False,False,False,PM,EDGE OF WOODS,False,False,36A-PM-1013-06,,1,-73.960760848,40.795468765
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10132018,False,True,True,08C,2,,Cinnamon,True,False,POINT (-73.9753283783695 40.7733043910649),Ground Plane,False,,,13,GRAY,False,False,False,PM,,True,False,8C-PM-1013-02,,1,-73.975328378,40.773304391
FALSE,EATING,Eating,Adult,False,False,4,False,False,19,False,,"Gray+Cinnamon, White",19,10062018,True,True,True,06A,7,,"Cinnamon, White",True,False,POINT (-73.9785300509908 40.7721127748427),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,True,6A-AM-1006-07,,1,-73.978530051,40.772112775
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,white haunches,Gray+White,19,10072018,False,True,True,41E,1,,White,True,False,POINT (-73.9540022445432 40.7979409854977),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,False,41E-AM-1007-01,,1,-73.954002245,40.797940985
FALSE,EATING,Eating,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10142018,True,False,True,31D,6,,Cinnamon,True,False,POINT (-73.9608757424052 40.7906686504657),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,False,31D-AM-1014-06,,1,-73.960875742,40.790668650
FALSE,RUNNING,Running,,False,False,4,False,False,19,False,,Gray+,19,10132018,False,False,True,36B,2,,,False,False,POINT (-73.9603620122205 40.7955965755851),Ground Plane,False,,didn't see me,13,GRAY,False,True,False,AM,,False,False,36B-AM-1013-02,,1,-73.960362012,40.795596576
1,CLIMBING,Climbing,Juvenile,False,False,4,False,False,19,True,Gray & Cinnamon selected as Primary. Black selected as Highlights. Made executive adjustments.,"Gray+Black, Cinnamon",19,10122018,False,False,True,03A,3,,"Black, Cinnamon",False,False,POINT (-73.9801902133148 40.769557595068),Above Ground,False,,,13,GRAY,False,False,True,AM,,False,True,3A-AM-1012-03,,1,-73.980190213,40.769557595
FALSE,FORAGING,Foraging,Adult,False,True,4,False,False,19,False,,Black+,19,10082018,False,True,False,34D,2,,,True,False,POINT (-73.959077668148 40.7926045823346),Ground Plane,False,,,13,BLACK,False,False,False,AM,,False,False,34D-AM-1008-02,,1,-73.959077668,40.792604582
3,CHASING,Chasing,Adult,False,False,4,True,False,19,False,,Gray+,19,10102018,False,False,True,41B,9,,,True,False,POINT (-73.9576559099012 40.7992598626483),Above Ground,False,,,13,GRAY,False,False,False,AM,,False,False,41B-AM-1010-09,,1,-73.957655910,40.799259863
FALSE,FORAGING,Foraging,Juvenile,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10142018,False,True,True,39F,4,,Cinnamon,True,False,POINT (-73.954595058342 40.7956567934304),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,False,39F-AM-1014-04,,1,-73.954595058,40.795656793
FALSE,RUNNING,Running,Adult,False,False,4,False,False,19,False,,Gray+,19,10132018,False,False,True,37B,4,,,False,False,POINT (-73.9606344681252 40.795833778064406),Ground Plane,False,,,13,GRAY,False,True,True,PM,,False,False,37B-PM-1013-04,,1,-73.960634468,40.795833778
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+,19,10062018,False,True,True,39C,3,,,False,False,POINT (-73.9580105174865 40.7974468322692),Ground Plane,False,,,13,GRAY,False,False,True,PM,,False,False,39C-PM-1006-03,,1,-73.958010517,40.797446832
FALSE,EATING,Eating,Juvenile,False,False,4,False,False,19,False,,"Gray+Cinnamon, White",19,10142018,True,True,True,37F,2,,"Cinnamon, White",True,False,POINT (-73.95572635334891 40.7939505791448),Ground Plane,False,,,13,GRAY,False,False,False,PM,LAWN,False,False,37F-PM-1014-02,,1,-73.955726353,40.793950579
FALSE,EATING,Eating,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10192018,True,True,True,21A,8,,Cinnamon,True,False,POINT (-73.97002473509 40.7836929044459),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,False,21A-AM-1019-08,,1,-73.970024735,40.783692904
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+,19,10102018,False,True,True,34I,3,,,False,False,POINT (-73.9545101041865 40.7903823616782),Ground Plane,False,with some nuts in the mouth,,13,GRAY,False,True,False,PM,in the playground.,False,False,34I-PM-1010-03,,1,-73.954510104,40.790382362
FALSE,APPROACHES,Approaches,Adult,True,False,4,False,False,19,False,,"Gray+Black, Cinnamon, White",19,10142018,False,True,True,16C,2,,"Black, Cinnamon, White",False,False,POINT (-73.97118011225781 40.77868889422141),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,False,16C-AM-1014-02,,1,-73.971180112,40.778688894
FALSE,EATING,Eating,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10062018,True,True,True,31E,3,,Cinnamon,True,False,POINT (-73.9595645962539 40.7899599350145),Ground Plane,False,burying,,13,GRAY,False,False,False,PM,under bushes,False,False,31E-PM-1006-03,,1,-73.959564596,40.789959935
FALSE,APPROACHES,Approaches,Adult,True,False,4,False,False,19,False,,Gray+Cinnamon,19,10072018,False,True,True,36D,2,,Cinnamon,True,False,POINT (-73.9587712679442 40.7944502501428),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,False,36D-PM-1007-02,,1,-73.958771268,40.794450250
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10122018,False,True,True,23B,1,,Cinnamon,True,False,POINT (-73.9676206022477 40.784594234984),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,True,23B-PM-1012-01,,1,-73.967620602,40.784594235
FALSE,CLIMBING,Climbing,Adult,False,False,4,False,False,19,True,,Gray+,19,10182018,False,True,True,12B,1,,,False,False,POINT (-73.9741846413977 40.7762518164182),Ground Plane,False,climbing (up rocks),,13,GRAY,False,False,True,PM,Climbing up rocks,False,False,12B-PM-1018-01,,1,-73.974184641,40.776251816
FALSE,INDIFFERENT,Indifferent,Adult,False,False,4,False,False,19,False,,Gray+,19,10172018,False,False,True,10G,1,,,True,False,POINT (-73.9703914126866 40.7722457975176),Ground Plane,False,standing,,13,GRAY,False,False,False,PM,,False,False,10G-PM-1017-01,,1,-73.970391413,40.772245798
30,CLIMBING,Climbing,Adult,False,False,4,False,False,19,True,,"Gray+Cinnamon, White",19,10142018,False,False,True,14D,9,,"Cinnamon, White",True,False,POINT (-73.9707900566519 40.7771670550089),Above Ground,False,,,13,GRAY,False,False,False,AM,,False,False,14D-AM-1014-09,,1,-73.970790057,40.777167055
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+,19,10062018,False,True,True,03F,1,,,True,False,POINT (-73.975086415444 40.7671990131313),Ground Plane,False,,,13,GRAY,False,False,False,AM,just to right when enter sanctuary,False,False,3F-AM-1006-01,,1,-73.975086415,40.767199013
FALSE,CLIMBING,Climbing,Adult,False,True,4,False,False,19,True,,Black+Cinnamon,19,10062018,False,False,False,35G,1,,Cinnamon,False,False,POINT (-73.9557172336815 40.7921125657722),Ground Plane,False,,,13,BLACK,False,True,True,PM,,False,True,35G-PM-1006-01,,1,-73.955717234,40.792112566
35,CLIMBING,Climbing,Adult,False,False,4,False,False,19,True,"Very far, so appx",Gray+,19,10142018,False,False,True,09I,2,,,False,False,POINT (-73.9691031094688 40.7706693835189),Above Ground,False,,,13,GRAY,False,False,False,AM,,False,False,9I-AM-1014-02,,1,-73.969103109,40.770669384
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+White,19,10132018,False,True,True,35A,8,,White,False,False,POINT (-73.9615602805554 40.7945662185621),Ground Plane,False,,,13,GRAY,False,False,True,PM,,False,True,35A-PM-1013-08,,1,-73.961560281,40.794566219
FALSE,CHASING,Chasing,Adult,False,False,4,True,False,19,False,,Gray+White,19,10142018,False,False,True,39A,1,,White,True,False,POINT (-73.9598084794625 40.7976165434502),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,False,39A-PM-1014-01,,1,-73.959808479,40.797616543
FALSE,EATING,Eating,Adult,False,False,4,False,False,19,False,,Gray+White,19,10062018,True,False,True,09C,5,,White,False,False,POINT (-73.9746933852572 40.773313866931),Ground Plane,False,,w/ dog,13,GRAY,False,False,True,PM,,False,False,9C-PM-1006-05,,1,-73.974693385,40.773313867
FALSE,APPROACHES,Approaches,Adult,True,False,4,False,False,19,False,,"Gray+Cinnamon, White",19,10142018,True,True,True,17I,4,,"Cinnamon, White",True,False,POINT (-73.9645147011741 40.7772566833799),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,False,17I-AM-1014-04,,1,-73.964514701,40.777256683
FALSE,APPROACHES,Approaches,Adult,True,False,4,False,False,19,False,,"Gray+Cinnamon, White",19,10142018,True,True,True,14D,12,,"Cinnamon, White",False,False,POINT (-73.9714089647431 40.7767916587915),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,False,14D-AM-1014-12,,1,-73.971408965,40.776791659
15,CLIMBING,Climbing,Juvenile,False,False,4,False,True,19,True,,Cinnamon+White,19,10172018,False,False,False,17I,1,,White,False,False,POINT (-73.9642379942652 40.7774792520738),Above Ground,False,,"was in a tree,so i couldn't really tell",13,CINNAMON,False,False,False,PM,,False,False,17I-PM-1017-01,,1,-73.964237994,40.777479252
FALSE,EATING,Eating,Adult,False,False,4,False,False,19,False,White belly,Gray+White,19,10142018,True,True,True,39B,1,,White,True,False,POINT (-73.9582850206205 40.7978975855555),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,False,39B-PM-1014-01,,1,-73.958285021,40.797897586
FALSE,FORAGING,Foraging,Juvenile,False,False,4,False,False,19,False,,Gray+White,19,10192018,False,True,True,42A,1,,White,True,False,POINT (-73.95826439540551 40.8000460061272),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,True,42A-AM-1019-01,,1,-73.958264395,40.800046006
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10102018,False,True,True,02E,1,,Cinnamon,True,False,POINT (-73.9771335416403 40.7668431485224),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,True,2E-AM-1010-01,,1,-73.977133542,40.766843149
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,"Gray+Cinnamon, White",19,10072018,False,True,True,14F,2,,"Cinnamon, White",True,False,POINT (-73.9692190295442 40.7763366309154),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,False,14F-AM-1007-02,,1,-73.969219030,40.776336631
3,CHASING,Chasing,Adult,False,False,4,True,False,19,False,,Gray+,19,10072018,False,False,True,08D,4,,,False,False,POINT (-73.9736165917399 40.7724543901497),Above Ground,False,chasing squirrel #3,,13,GRAY,False,False,False,AM,,False,False,8D-AM-1007-04,,1,-73.973616592,40.772454390
FALSE,APPROACHES,Approaches,Adult,True,False,4,False,True,19,True,,Cinnamon+,19,10072018,True,False,False,22F,6,,,False,False,POINT (-73.9642288873015 40.7820439983567),Ground Plane,False,,,13,CINNAMON,False,False,False,AM,,False,False,22F-AM-1007-06,,1,-73.964228887,40.782043998
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10172018,False,True,True,36I,4,,Cinnamon,True,False,POINT (-73.9528462779437 40.7923843043685),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,False,36I-AM-1017-04,,1,-73.952846278,40.792384304
15,APPROACHES,Approaches,Adult,True,False,4,False,True,19,True,,Cinnamon+Gray,19,10132018,False,False,False,34B,3,,Gray,False,False,POINT (-73.9609704650925 40.7938786854735),Above Ground,False,hopping,,13,CINNAMON,False,True,True,AM,,False,False,34B-AM-1013-03,,1,-73.960970465,40.793878685
FALSE,CHASING,Chasing,Adult,False,False,4,True,False,19,False,,Gray+Cinnamon,19,10172018,False,True,True,36I,7,,Cinnamon,True,True,POINT (-73.9534509627885 40.7921084224711),Ground Plane,False,"chasing (#8),scratching",,13,GRAY,False,False,False,AM,,False,True,36I-AM-1017-07,,1,-73.953450963,40.792108422
FALSE,FORAGING,Foraging,Juvenile,False,True,4,False,False,19,False,,Black+,19,10132018,False,True,False,32G,2,,,True,False,POINT (-73.9577113026056 40.7904332453456),Ground Plane,False,,,13,BLACK,False,False,False,PM,,False,False,32G-PM-1013-02,,1,-73.957711303,40.790433245
FALSE,RUNS  FROM,Other,Adult,False,False,4,False,False,19,False,,Gray+White,19,10192018,False,False,True,02A,1,,White,False,False,POINT (-73.9808247660048 40.7689408831287),Ground Plane,False,runs from,,13,GRAY,False,False,True,PM,,True,False,2A-PM-1019-01,,1,-73.980824766,40.768940883
12,CLIMBING,Climbing,Juvenile,False,False,4,False,False,19,True,,Gray+White,19,10132018,False,False,True,35D,7,,White,True,False,POINT (-73.95916671628011 40.7937602121568),Above Ground,False,,,13,GRAY,False,False,False,PM,tree,False,True,35D-PM-1013-07,,1,-73.959166716,40.793760212
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+,19,10172018,False,True,True,08G,2,,,True,False,POINT (-73.9714243547433 40.7713973982359),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,False,8G-PM-1017-02,,1,-73.971424355,40.771397398
10,CLIMBING,Climbing,Adult,False,True,4,False,False,19,True,,Black+Gray,19,10072018,False,False,False,29C,2,,Gray,False,False,POINT (-73.9629383420274 40.7889383725489),Above Ground,False,,,13,BLACK,True,True,True,AM,,False,False,29C-AM-1007-02,,1,-73.962938342,40.788938373
FALSE,APPROACHES,Approaches,Adult,True,False,4,False,False,19,True,,Gray+White,19,10132018,False,False,True,36B,2,,White,False,False,POINT (-73.9600964585868 40.7952339524416),Ground Plane,False,,,13,GRAY,False,True,True,PM,,False,True,36B-PM-1013-02,,1,-73.960096459,40.795233952
FALSE,EATING,Eating,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10102018,True,False,True,17B,1,,Cinnamon,True,False,POINT (-73.9713519158027 40.7798470142991),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,True,17B-AM-1010-01,,1,-73.971351916,40.779847014
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10142018,False,True,True,30C,2,,Cinnamon,True,False,POINT (-73.9626120417397 40.7905126358626),Ground Plane,False,,,13,GRAY,False,True,False,AM,on a rock,False,True,30C-AM-1014-02,,1,-73.962612042,40.790512636
FALSE,FORAGING,Foraging,Adult,False,False,4,False,True,19,False,,"Cinnamon+Gray, White",19,10082018,False,True,False,04D,5,,"Gray, White",True,False,POINT (-73.9764016030666 40.7689894344251),Ground Plane,False,,,13,CINNAMON,False,False,False,PM,,False,False,4D-PM-1008-05,,1,-73.976401603,40.768989434
FALSE,EATING,Eating,Adult,False,False,4,False,False,19,False,,"Gray+Cinnamon, White",19,10182018,True,True,True,18C,5,,"Cinnamon, White",True,False,POINT (-73.969485639023 40.780519159069),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,False,18C-PM-1018-05,,1,-73.969485639,40.780519159
10,CLIMBING,Climbing,Adult,False,False,4,False,False,19,True,,Gray+White,19,10182018,False,False,True,11C,1,,White,False,False,POINT (-73.9741621946917 40.7752481472025),Above Ground,False,,,13,GRAY,False,False,True,PM,,False,False,11C-PM-1018-01,,1,-73.974162195,40.775248147
FALSE,APPROACHES,Approaches,Adult,True,False,4,False,False,19,False,,Gray+,19,10132018,False,False,True,02B,6,,,False,False,POINT (-73.9792091200122 40.7685845475313),Ground Plane,False,,sat there! in front of us,13,GRAY,False,False,False,PM,,False,False,2B-PM-1013-06,,1,-73.979209120,40.768584548
FALSE,EATING,Eating,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10132018,True,True,True,07E,4,,Cinnamon,False,False,POINT (-73.9738481771673 40.7706540698938),Ground Plane,False,,,13,GRAY,False,True,False,PM,,False,True,7E-PM-1013-04,,1,-73.973848177,40.770654070
6,CLIMBING,Climbing,Adult,False,False,4,False,False,19,True,,Gray+,19,10182018,False,False,True,33A,3,,,False,False,POINT (-73.9629483374528 40.7936809905265),Above Ground,False,,,13,GRAY,False,True,True,PM,,False,False,33A-PM-1018-03,,1,-73.962948337,40.793680991
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,"Gray+Cinnamon, White",19,10182018,False,True,True,07G,4,,"Cinnamon, White",False,False,POINT (-73.9718720403657 40.7702335056337),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,False,7G-PM-1018-04,,1,-73.971872040,40.770233506
FALSE,FORAGING,Foraging,Juvenile,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10142018,False,True,True,39B,2,,Cinnamon,True,False,POINT (-73.9583738783348 40.7979302775527),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,False,39B-PM-1014-02,,1,-73.958373878,40.797930278
FALSE,FORAGING,Foraging,Adult,False,True,4,False,False,19,False,,Black+,19,10062018,False,True,False,34H,1,,,False,False,POINT (-73.9551524422379 40.7910535596756),Ground Plane,False,,,13,BLACK,False,False,False,PM,,False,False,34H-PM-1006-01,,1,-73.955152442,40.791053560
FALSE,CHASING,Chasing,Adult,False,False,4,True,False,19,False,,Gray+,19,10082018,False,False,True,07B,4,,,True,False,POINT (-73.9770948563006 40.7724063459185),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,False,7B-AM-1008-04,,1,-73.977094856,40.772406346
FALSE,CHASING,Chasing,Adult,False,False,4,True,False,19,False,,Gray+,19,10132018,True,True,True,36C,1,,,True,False,POINT (-73.9591957793992 40.7949568873453),Ground Plane,False,,,13,GRAY,False,False,False,PM,Clearing near bike path (bikes active),False,True,36C-PM-1013-01,,1,-73.959195779,40.794956887
FALSE,EATING,Eating,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10172018,True,True,True,14E,4,,Cinnamon,False,False,POINT (-73.9700861859051 40.7770639340582),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,False,14E-PM-1017-04,,1,-73.970086186,40.777063934
FALSE,,,Juvenile,False,False,4,False,False,19,False,injured,Gray+,19,10062018,False,False,True,26A,2,,,False,False,POINT (-73.96727895735371 40.7874778720268),Ground Plane,False,not moving,,13,GRAY,False,False,False,PM,,False,False,26A-PM-1006-02,,1,-73.967278957,40.787477872
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10142018,False,True,True,09F,3,,Cinnamon,True,False,POINT (-73.9710547484029 40.7723589827074),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,False,9F-PM-1014-03,,1,-73.971054748,40.772358983
FALSE,EATING,Eating,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10142018,True,False,True,02F,3,,Cinnamon,True,False,POINT (-73.9757215415855 40.7668205976986),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,False,2F-PM-1014-03,,1,-73.975721542,40.766820598
FALSE,CHASING,Chasing,Adult,False,False,4,True,False,19,True,,Gray+White,19,10082018,False,False,True,08E,7,,White,False,False,POINT (-73.9735120882106 40.7715915415169),Ground Plane,False,,,13,GRAY,False,False,False,PM,"5, 6, 7 all at same tree trunk base",False,False,8E-PM-1008-07,,1,-73.973512088,40.771591542
FALSE,FORAGING,Foraging,Juvenile,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10122018,False,True,True,36F,2,,Cinnamon,True,False,POINT (-73.9565684577989 40.7936003940413),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,False,36F-PM-1012-02,,1,-73.956568458,40.793600394
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10072018,False,True,True,08D,1,,Cinnamon,False,False,POINT (-73.9737872335563 40.77265868359851),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,False,8D-PM-1007-01,,1,-73.973787234,40.772658684
FALSE,APPROACHES,Approaches,Adult,True,False,4,False,False,19,False,,Gray+,19,10182018,True,False,True,04B,2,,,False,False,POINT (-73.9786805884996 40.7697559231927),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,False,4B-PM-1018-02,,1,-73.978680588,40.769755923
FALSE,RUNNING,Running,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10132018,False,False,True,40D,2,,Cinnamon,False,False,POINT (-73.9565533783499 40.7974368491287),Ground Plane,False,,,13,GRAY,False,True,False,PM,,False,False,40D-PM-1013-02,,1,-73.956553378,40.797436849
FALSE,INDIFFERENT,Indifferent,Juvenile,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10182018,False,False,True,16E,1,,Cinnamon,True,False,POINT (-73.9678937289837 40.7782808361645),Ground Plane,False,,,13,GRAY,False,True,False,PM,,False,True,16E-PM-1018-01,,1,-73.967893729,40.778280836
FALSE,INDIFFERENT,Indifferent,Adult,False,False,4,False,False,19,False,,Gray+Black,19,10142018,False,False,True,02F,8,,Black,True,False,POINT (-73.9750463844984 40.7666871742836),Ground Plane,False,,,13,GRAY,False,True,False,PM,,False,False,2F-PM-1014-08,,1,-73.975046384,40.766687174
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+,19,10082018,False,True,True,14E,4,,,True,False,POINT (-73.9696517826558 40.7769658302844),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,False,14E-AM-1008-04,,1,-73.969651783,40.776965830
FALSE,FORAGING,Foraging,Juvenile,False,False,4,False,False,19,False,,Gray+White,19,10132018,False,True,True,32A,5,,White,False,False,POINT (-73.9635028497015 40.7928207574906),Ground Plane,False,,,13,GRAY,False,False,True,PM,,True,False,32A-PM-1013-05,,1,-73.963502850,40.792820757
FALSE,RUNNING,Running,Juvenile,False,False,4,False,False,19,False,,Gray+,19,10192018,False,False,True,15G,3,,,False,False,POINT (-73.9674177504573 40.7769569731993),Ground Plane,False,,,13,GRAY,False,True,True,PM,,False,False,15G-PM-1019-03,,1,-73.967417750,40.776956973
2,CLIMBING,Climbing,Adult,False,False,4,False,False,19,True,,Gray+,19,10122018,False,True,True,11I,4,,,False,False,POINT (-73.9681042612938 40.772331431865),Above Ground,False,,,13,GRAY,False,True,False,PM,,False,False,11I-PM-1012-04,,1,-73.968104261,40.772331432
10,CHASING,Chasing,Adult,False,False,4,True,False,19,True,,Gray+,19,10082018,False,False,True,15H,2,,,False,False,POINT (-73.9667755678511 40.7760256836088),Above Ground,False,,,13,GRAY,False,False,True,PM,oak tree,False,False,15H-PM-1008-02,,1,-73.966775568,40.776025684
FALSE,FORAGING,Foraging,,False,False,4,False,False,19,False,,Gray+White,19,10142018,False,True,True,31D,3,,White,False,False,POINT (-73.9613351649026 40.7909866851357),Ground Plane,False,,,13,GRAY,False,False,True,AM,Undergrowth,False,False,31D-AM-1014-03,,1,-73.961335165,40.790986685
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+,19,10072018,False,True,True,22I,2,,,True,False,POINT (-73.9611368390233 40.7815619053395),Ground Plane,False,,,13,GRAY,False,True,False,AM,,False,False,22I-AM-1007-02,,1,-73.961136839,40.781561905
FALSE,FORAGING,Foraging,Adult,False,False,4,False,True,19,False,,Cinnamon+,19,10102018,False,True,False,02B,3,,,True,False,POINT (-73.9799311173259 40.7685576997559),Ground Plane,False,,,13,CINNAMON,False,False,False,AM,,False,False,2B-AM-1010-03,,1,-73.979931117,40.768557700
4,CLIMBING,Climbing,Adult,False,False,4,False,True,19,True,,Cinnamon+Gray,19,10072018,False,False,False,17F,2,,Gray,True,False,POINT (-73.9675198230918 40.778631094685),Above Ground,False,,,13,CINNAMON,False,False,False,AM,,False,False,17F-AM-1007-02,,1,-73.967519823,40.778631095
FALSE,EATING,Eating,Adult,False,False,4,False,False,19,False,,Gray+White,19,10062018,True,True,True,06A,8,,White,True,False,POINT (-73.9786898656279 40.77208330970651),Ground Plane,False,,,13,GRAY,False,True,False,AM,,False,True,6A-AM-1006-08,,1,-73.978689866,40.772083310
