Above Ground Sighter Measurement,Action,Action (group),Age,Approaches,black,Borough Boundaries,Chasing,cinnamon,City Council Districts,Climbing,Color notes,Combination of Primary and Highlight Color,Community Districts,Date,Eating,Foraging,gray,Hectare,Hectare Squirrel Number,Highlight,Highlight Fur Color,Indifferent,Kuks,Lat/Long,Location,Moans,Other Activities,Other Interactions,Police Precincts,Primary Fur Color,Quaas,Running,Runs from,Shift,Specific Location,Tail flags,Tail twitches,Unique Squirrel ID,Zip Codes,Number of Records,X,Y
FALSE,RUNNING,Running,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10062018,False,False,True,37E,3,,Cinnamon,False,False,POINT (-73.9570437717691 40.794850940803904),Ground Plane,False,,me,13,GRAY,False,True,True,PM,,False,False,37E-PM-1006-03,,1,-73.957043772,40.794850941
4,CLIMBING,Climbing,Adult,False,False,4,False,True,19,True,,Cinnamon+,19,10102018,False,False,False,02E,3,,,True,False,POINT (-73.9768311751004 40.76671780725581),Above Ground,False,,,13,CINNAMON,False,False,False,AM,,False,False,2E-AM-1010-03,,1,-73.976831175,40.766717807
3,CLIMBING,Climbing,Juvenile,False,False,4,False,False,19,True,,Gray+,19,10182018,False,False,True,05D,5,,,False,False,POINT (-73.9757249834141 40.7697032606755),Above Ground,False,,,13,GRAY,False,False,True,PM,,False,False,5D-PM-1018-05,,1,-73.975724983,40.769703261
FALSE,,,Juvenile,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10192018,False,False,True,33H,2,,Cinnamon,False,False,POINT (-73.9565700386162 40.7902561000937),Ground Plane,False,wrestling with mother,,13,GRAY,False,False,False,AM,,False,False,33H-AM-1019-02,,1,-73.956570039,40.790256100
FALSE,CHASING,Chasing,Adult,False,False,4,True,False,19,False,,Gray+,19,10202018,False,False,True,06G,2,,,True,False,POINT (-73.9719735582476 40.7693045133578),Ground Plane,False,,,13,GRAY,False,True,False,PM,,False,False,6G-PM-1020-02,,1,-73.971973558,40.769304513
FALSE,FORAGING,Foraging,,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10132018,False,True,True,35C,3,,Cinnamon,False,False,POINT (-73.9602609920814 40.79428830455661),Ground Plane,False,,,13,GRAY,False,False,True,PM,,False,False,35C-PM-1013-03,,1,-73.960260992,40.794288305
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+,19,10082018,False,True,True,07B,9,,,True,False,POINT (-73.9770718586754 40.7729752391435),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,False,7B-AM-1008-09,,1,-73.977071859,40.772975239
,EATING,Eating,Adult,False,False,4,False,False,19,False,Nothing selected as Primary. Gray selected as Highlights. Made executive adjustments.,Gray+,19,10172018,True,True,True,32E,14,,,False,False,POINT (-73.9596413903948 40.7903128889029),,False,,,13,GRAY,False,False,True,PM,,False,False,32E-PM-1017-14,,1,-73.959641390,40.790312889
,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10172018,False,True,True,13E,5,,Cinnamon,False,False,POINT (-73.9702676472613 40.7762126854894),Above Ground,False,,,13,GRAY,False,False,False,AM,on tree stump,False,False,13E-AM-1017-05,,1,-73.970267647,40.776212685
,FORAGING,Foraging,Adult,False,False,4,False,True,19,False,,Cinnamon+White,19,10102018,False,True,False,11H,3,,White,True,False,POINT (-73.9683613516225 40.7725908847499),,False,,,13,CINNAMON,False,False,False,AM,,False,True,11H-AM-1010-03,,1,-73.968361352,40.772590885
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,just outside hectare,Gray+,19,10102018,False,True,True,36H,2,,,False,False,POINT (-73.9541201789795 40.7931811701082),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,False,36H-AM-1010-02,,1,-73.954120179,40.793181170
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+,19,10082018,False,True,True,33F,2,,,True,False,POINT (-73.9582694312289 40.7917367820255),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,False,33F-AM-1008-02,,1,-73.958269431,40.791736782
FALSE,TAIL FLAGS,Other,Adult,False,False,4,False,False,19,False,,Gray+,19,10062018,False,False,True,21C,1,,,False,False,POINT (-73.9674285955293 40.7829723919744),Ground Plane,False,,,13,GRAY,False,False,False,PM,,True,True,21C-PM-1006-01,,1,-73.967428596,40.782972392
30,CLIMBING,Climbing,Adult,False,False,4,False,False,19,True,,Gray+Cinnamon,19,10102018,False,False,True,11D,3,,Cinnamon,True,False,POINT (-73.9722500196844 40.7742879599026),Above Ground,False,grooming,,13,GRAY,False,False,False,AM,,False,False,11D-AM-1010-03,,1,-73.972250020,40.774287960
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+White,19,10132018,False,True,True,20B,5,,White,True,False,POINT (-73.9695063535333 40.7823507678183),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,False,20B-PM-1013-05,,1,-73.969506354,40.782350768
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10072018,False,True,True,36I,1,,Cinnamon,True,False,POINT (-73.9532170504865 40.7919669739962),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,False,36I-PM-1007-01,,1,-73.953217050,40.791966974
FALSE,RUNNING,Running,Adult,False,False,4,False,True,19,False,,Cinnamon+Gray,19,10102018,False,False,False,05C,9,,Gray,False,False,POINT (-73.9768603630674 40.7702795904962),Ground Plane,False,,,13,CINNAMON,False,True,False,PM,,False,False,5C-PM-1010-09,,1,-73.976860363,40.770279590
10,CHASING,Chasing,Adult,False,False,4,True,False,19,False,,Gray+Cinnamon,19,10062018,False,False,True,07H,5,,Cinnamon,True,False,POINT (-73.9706105896967 40.7698124821507),Above Ground,False,,,13,GRAY,False,False,False,AM,,False,False,7H-AM-1006-05,,1,-73.970610590,40.769812482
6,EATING,Eating,Adult,False,False,4,False,False,19,False,,"Gray+Cinnamon, White",19,10182018,True,True,True,16C,3,,"Cinnamon, White",True,False,POINT (-73.9703781726172 40.7787526130321),Above Ground,False,,,13,GRAY,False,True,False,PM,,False,False,16C-PM-1018-03,,1,-73.970378173,40.778752613
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+,19,10082018,False,True,True,14E,23,,,True,False,POINT (-73.9703925210471 40.7765032004992),Ground Plane,False,walking,,13,GRAY,False,False,False,AM,,False,False,14E-AM-1008-23,,1,-73.970392521,40.776503200
FALSE,EATING,Eating,Juvenile,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10132018,True,False,True,32A,3,,Cinnamon,True,False,POINT (-73.9638179439747 40.7924173263904),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,False,32A-PM-1013-03,,1,-73.963817944,40.792417326
FALSE,INDIFFERENT,Indifferent,Adult,False,False,4,False,False,19,False,,Gray+,19,10082018,False,False,True,33F,1,,,True,False,POINT (-73.9584070974734 40.7913812490557),Ground Plane,False,moving slowly,,13,GRAY,False,False,False,AM,,False,False,33F-AM-1008-01,,1,-73.958407097,40.791381249
24,INDIFFERENT,Indifferent,Adult,False,False,4,False,False,19,False,,Gray+White,19,10072018,False,False,True,17F,7,,White,True,False,POINT (-73.9671130680114 40.7784859700171),Above Ground,False,,,13,GRAY,False,True,False,AM,,True,False,17F-AM-1007-07,,1,-73.967113068,40.778485970
FALSE,FORAGING,Foraging,Adult,False,False,4,False,True,19,False,,"Cinnamon+Gray, White",19,10082018,False,True,False,16I,1,,"Gray, White",True,False,POINT (-73.9649866016038 40.7764929694457),Ground Plane,False,,,13,CINNAMON,False,False,False,AM,,False,True,16I-AM-1008-01,,1,-73.964986602,40.776492969
FALSE,RUNS  FROM,Other,Adult,False,False,4,False,True,19,False,,Cinnamon+White,19,10132018,False,False,False,12I,1,,White,False,False,POINT (-73.9670628558161 40.77349914209411),Ground Plane,False,sitting,,13,CINNAMON,False,False,True,AM,on tree roots,False,True,12I-AM-1013-01,,1,-73.967062856,40.773499142
FALSE,CHASING,Chasing,Adult,False,False,4,True,False,19,False,,Gray+,19,10082018,False,True,True,32F,7,,,True,False,POINT (-73.958736593111 40.7908524370626),Ground Plane,False,,,13,GRAY,False,True,False,PM,,False,False,32F-PM-1008-07,,1,-73.958736593,40.790852437
FALSE,FORAGING,Foraging,,False,False,4,False,False,19,False,,Gray+White,19,10132018,False,True,True,25A,4,,White,False,False,POINT (-73.9671786715256 40.7867352791232),Ground Plane,False,,,13,GRAY,False,False,True,AM,,False,False,25A-AM-1013-04,,1,-73.967178672,40.786735279
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+White,19,10132018,False,True,True,15E,1,,White,False,False,POINT (-73.9692943291611 40.7769536102488),Ground Plane,False,,,13,GRAY,False,True,False,AM,,False,False,15E-AM-1013-01,,1,-73.969294329,40.776953610
FALSE,RUNNING,Running,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10132018,False,False,True,39G,6,,Cinnamon,False,False,POINT (-73.9540054100539 40.7952445999836),Ground Plane,False,,,13,GRAY,False,True,False,PM,,False,False,39G-PM-1013-06,,1,-73.954005410,40.795244600
FALSE,EATING,Eating,,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10072018,True,True,True,29I,1,,Cinnamon,False,False,POINT (-73.9576530157255 40.7868659490397),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,False,29I-PM-1007-01,,1,-73.957653016,40.786865949
FALSE,EATING,Eating,Adult,False,False,4,False,False,19,False,,Gray+,19,10062018,True,False,True,07E,2,,,False,False,POINT (-73.9738033257473 40.7711846894166),Ground Plane,False,,,13,GRAY,False,False,False,AM,under a tree,False,False,7E-AM-1006-02,,1,-73.973803326,40.771184689
FALSE,EATING,Eating,Adult,False,False,4,False,False,19,False,,Gray+,19,10132018,True,False,True,17C,5,,,True,False,POINT (-73.9704402681017 40.77989656212031),Ground Plane,False,eating (ate upside down on a tree — #jealous),,13,GRAY,False,False,False,PM,,False,False,17C-PM-1013-05,,1,-73.970440268,40.779896562
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,Gray & White selected as Primary. Black & Cinnamon selected as Highlights. Made executive adjustments.,"Gray+Black, Cinnamon, White",19,10142018,False,True,True,10A,1,,"Black, Cinnamon, White",True,False,POINT (-73.9756976076707 40.7753897331918),Ground Plane,False,,,13,GRAY,False,False,False,PM,in b/w trees,False,True,10A-PM-1014-01,,1,-73.975697608,40.775389733
FALSE,FORAGING,Foraging,Adult,False,False,4,False,True,19,False,,Cinnamon+,19,10072018,False,True,False,28A,5,,,False,False,POINT (-73.9662438996681 40.7890381809441),Ground Plane,False,,,13,CINNAMON,False,True,True,PM,,False,True,28A-PM-1007-05,,1,-73.966243900,40.789038181
FALSE,,,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10142018,False,False,True,22F,5,,Cinnamon,False,False,POINT (-73.9643153920428 40.7820818516957),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,False,22F-PM-1014-05,,1,-73.964315392,40.782081852
FALSE,CHASING,Chasing,Adult,False,False,4,True,False,19,False,,Gray+Cinnamon,19,10072018,False,False,True,12B,1,,Cinnamon,True,False,POINT (-73.9742073452913 40.7757957380463),Ground Plane,False,,,13,GRAY,False,False,False,AM,,True,False,12B-AM-1007-01,,1,-73.974207345,40.775795738
30,CLIMBING,Climbing,Adult,False,False,4,False,False,19,True,,Gray+,19,10182018,False,False,True,18A,1,,,False,False,POINT (-73.9716147061553 40.7813911036179),Above Ground,False,,,13,GRAY,False,False,False,PM,,False,False,18A-PM-1018-01,,1,-73.971614706,40.781391104
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+,19,10082018,False,True,True,36H,2,,,True,False,POINT (-73.9535410657077 40.79287117600611),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,False,36H-PM-1008-02,,1,-73.953541066,40.792871176
FALSE,RUNNING,Running,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10072018,False,False,True,29C,6,,Cinnamon,False,False,POINT (-73.9639159298446 40.7891774637988),Ground Plane,False,,,13,GRAY,False,True,True,AM,,False,False,29C-AM-1007-06,,1,-73.963915930,40.789177464
FALSE,APPROACHES,Approaches,Adult,True,True,4,False,False,19,False,,Black+,19,10142018,True,False,False,38C,9,,,False,False,POINT (-73.9579564338627 40.7959337795027),Ground Plane,False,,,13,BLACK,False,False,False,PM,,False,False,38C-PM-1014-09,,1,-73.957956434,40.795933780
8,CLIMBING,Climbing,Juvenile,False,False,4,False,False,19,True,,Gray+Cinnamon,19,10082018,False,False,True,31H,2,,Cinnamon,True,False,POINT (-73.9574648097543 40.78925084286221),Above Ground,False,,,13,GRAY,False,True,False,PM,,False,True,31H-PM-1008-02,,1,-73.957464810,40.789250843
6,CHASING,Chasing,Adult,False,False,4,True,False,19,False,,Gray+Cinnamon,19,10172018,True,False,True,08H,6,,Cinnamon,True,False,POINT (-73.970252675331 40.77059995882221),Above Ground,False,,,13,GRAY,False,False,False,AM,,False,False,8H-AM-1017-06,,1,-73.970252675,40.770599959
25,CLIMBING,Climbing,Adult,False,False,4,False,False,19,True,,Gray+White,19,10072018,False,False,True,34F,1,,White,False,False,POINT (-73.9579645940414 40.7918613498407),Above Ground,False,,,13,GRAY,False,True,True,AM,,False,False,34F-AM-1007-01,,1,-73.957964594,40.791861350
5,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+,19,10102018,False,True,True,13H,2,,,True,False,POINT (-73.9673253417305 40.7749505252981),Above Ground,False,,,13,GRAY,False,False,False,PM,tree,False,False,13H-PM-1010-02,,1,-73.967325342,40.774950525
FALSE,INDIFFERENT,Indifferent,Adult,False,False,4,False,False,19,False,,Gray+,19,10142018,False,False,True,22F,6,,,True,False,POINT (-73.9640032826529 40.7820309825448),Ground Plane,False,,,13,GRAY,False,True,False,PM,,False,True,22F-PM-1014-06,,1,-73.964003283,40.782030983
50,CLIMBING,Climbing,Adult,False,False,4,False,False,19,True,,Gray+,19,10072018,False,False,True,32E,13,,,False,False,POINT (-73.9595933195409 40.7905847332369),Above Ground,False,,,13,GRAY,False,False,False,AM,,False,False,32E-AM-1007-13,,1,-73.959593320,40.790584733
4,CLIMBING,Climbing,Adult,False,False,4,False,False,19,True,,Gray+,19,10072018,False,False,True,35C,5,,,False,False,POINT (-73.9602222116708 40.793779699421),Above Ground,False,,,13,GRAY,False,False,False,AM,,False,False,35C-AM-1007-05,,1,-73.960222212,40.793779699
10,FORAGING,Foraging,Adult,False,True,4,False,False,19,False,,Black+,19,10172018,False,True,False,17E,5,,,True,False,POINT (-73.9680635070949 40.779249873647),Above Ground,False,,,13,BLACK,False,False,False,AM,Branch,False,False,17E-AM-1017-05,,1,-73.968063507,40.779249874
FALSE,RUNNING,Running,Adult,False,False,4,False,False,19,False,,Gray+White,19,10132018,False,False,True,02B,1,,White,False,False,POINT (-73.9801666435401 40.7686905339212),Ground Plane,False,running (with nut),,13,GRAY,False,True,False,PM,,False,False,2B-PM-1013-01,,1,-73.980166644,40.768690534
FALSE,CLIMBING,Climbing,Juvenile,False,False,4,False,False,19,True,,Gray+,19,10072018,True,False,True,19D,1,,,False,False,POINT (-73.9675634326877 40.7813477352507),Ground Plane,False,,fenced off area can't approach,13,GRAY,False,False,False,AM,,False,False,19D-AM-1007-01,,1,-73.967563433,40.781347735
FALSE,APPROACHES,Approaches,Juvenile,True,False,4,True,False,19,False,,Gray+White,19,10192018,False,False,True,40B,3,,White,False,False,POINT (-73.9584970643213 40.7982886348696),Ground Plane,False,,,13,GRAY,False,True,False,AM,,False,True,40B-AM-1019-03,,1,-73.958497064,40.798288635
FALSE,EATING,Eating,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10082018,True,True,True,03E,7,,Cinnamon,True,False,POINT (-73.9760298241178 40.7681954366911),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,False,3E-PM-1008-07,,1,-73.976029824,40.768195437
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+,19,10062018,False,True,True,39C,1,,,True,False,POINT (-73.9568802149818 40.7972399133816),Ground Plane,False,,,13,GRAY,False,True,False,PM,,False,False,39C-PM-1006-01,,1,-73.956880215,40.797239913
FALSE,FORAGING,Foraging,Juvenile,False,False,4,False,False,19,False,,Gray+,19,10082018,False,True,True,06G,2,,,True,False,POINT (-73.9724642436394 40.7690526441109),Ground Plane,False,,,13,GRAY,False,False,False,AM,bush,False,False,6G-AM-1008-02,,1,-73.972464244,40.769052644
FALSE,EATING,Eating,Juvenile,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10072018,True,False,True,14F,5,,Cinnamon,True,False,POINT (-73.9690175838534 40.7760432720017),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,False,14F-AM-1007-05,,1,-73.969017584,40.776043272
FALSE,TAIL TWITCHES,Other,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10132018,False,False,True,06I,6,,Cinnamon,False,False,POINT (-73.9704082821356 40.7690280985956),Ground Plane,False,playing with #5,,13,GRAY,False,False,False,PM,,False,True,6I-PM-1013-06,,1,-73.970408282,40.769028099
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+,19,10102018,False,True,True,15F,5,,,True,False,POINT (-73.9684910712272 40.7768811640021),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,False,15F-PM-1010-05,,1,-73.968491071,40.776881164
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,"Gray+Cinnamon, White",19,10122018,False,True,True,08B,2,,"Cinnamon, White",False,False,POINT (-73.9768674812942 40.7735232648872),Ground Plane,False,,,13,GRAY,False,False,True,PM,hiding in bushes,False,False,8B-PM-1012-02,,1,-73.976867481,40.773523265
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10172018,False,True,True,03A,6,,Cinnamon,False,False,POINT (-73.9797084866613 40.7698885241349),Ground Plane,False,,,13,GRAY,False,False,True,PM,,False,False,3A-PM-1017-06,,1,-73.979708487,40.769888524
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,Cinnamon stripe on back,Gray+Cinnamon,19,10172018,False,True,True,36I,2,,Cinnamon,True,False,POINT (-73.952819267977 40.7923130402793),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,False,36I-AM-1017-02,,1,-73.952819268,40.792313040
FALSE,APPROACHES,Approaches,Adult,True,False,4,False,True,19,False,,Cinnamon+White,19,10082018,False,False,False,05E,6,,White,False,False,POINT (-73.9745630038492 40.7692602628745),Ground Plane,False,,,13,CINNAMON,False,True,False,AM,,False,False,5E-AM-1008-06,,1,-73.974563004,40.769260263
,EATING,Eating,Adult,False,False,4,False,False,19,False,Nothing selected as Primary. Gray selected as Highlights. Made executive adjustments.,Gray+,19,10172018,True,True,True,32E,13,,,True,False,POINT (-73.9595002339508 40.7903365788694),,False,,,13,GRAY,False,False,False,PM,,False,False,32E-PM-1017-13,,1,-73.959500234,40.790336579
FALSE,INDIFFERENT,Indifferent,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10072018,False,False,True,05F,3,,Cinnamon,True,False,POINT (-73.9741824992294 40.7689486657963),Ground Plane,False,hiding nut,,13,GRAY,False,False,False,PM,,False,True,5F-PM-1007-03,,1,-73.974182499,40.768948666
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+,19,10142018,False,True,True,11B,5,,,True,False,POINT (-73.9749243901189 40.7761393551781),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,False,11B-PM-1014-05,,1,-73.974924390,40.776139355
FALSE,FORAGING,Foraging,Adult,False,False,4,False,True,19,False,,Cinnamon+Gray,19,10182018,False,True,False,16E,6,,Gray,True,False,POINT (-73.968381325559 40.7780143443779),Ground Plane,False,,,13,CINNAMON,False,False,False,PM,On a rock,False,True,16E-PM-1018-06,,1,-73.968381326,40.778014344
,EATING,Eating,Adult,False,False,4,False,True,19,False,,Cinnamon+White,19,10072018,True,True,False,13F,2,,White,True,False,POINT (-73.96942403275091 40.7755898126674),,False,,,13,CINNAMON,False,False,False,AM,,False,False,13F-AM-1007-02,,1,-73.969424033,40.775589813
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+White,19,10132018,False,True,True,20B,10,,White,True,False,POINT (-73.9689000978955 40.7828364735236),Ground Plane,False,drank from a pond of rain water,,13,GRAY,False,False,False,PM,,False,False,20B-PM-1013-10,,1,-73.968900098,40.782836474
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10172018,False,True,True,03A,5,,Cinnamon,False,False,POINT (-73.9804528867547 40.76967536559861),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,False,3A-PM-1017-05,,1,-73.980452887,40.769675366
50,CLIMBING,Climbing,Adult,False,False,4,False,False,19,True,,Gray+,19,10062018,False,False,True,29H,1,,,True,False,POINT (-73.9576245992455 40.7873862510001),Above Ground,False,sitting,,13,GRAY,False,False,False,PM,,False,False,29H-PM-1006-01,,1,-73.957624599,40.787386251
8,CHASING,Chasing,Adult,False,False,4,True,False,19,False,,Gray+,19,10142018,False,False,True,23C,3,,,False,False,POINT (-73.9666007935638 40.7845098131567),Above Ground,False,chasing (#4 across trees),,13,GRAY,False,False,False,PM,,False,False,23C-PM-1014-03,,1,-73.966600794,40.784509813
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+White,19,10072018,False,True,True,33C,3,,White,True,False,POINT (-73.96148483609 40.7922645521905),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,True,33C-PM-1007-03,,1,-73.961484836,40.792264552
FALSE,EATING,Eating,Adult,False,False,4,False,False,19,False,,"Gray+Cinnamon, White",19,10202018,True,True,True,38G,9,,"Cinnamon, White",True,False,POINT (-73.9546654184146 40.7947639241491),Ground Plane,False,,,13,GRAY,False,False,False,PM,,True,False,38G-PM-1020-09,,1,-73.954665418,40.794763924
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,"Gray+Cinnamon, White",19,10172018,False,True,True,16G,1,,"Cinnamon, White",True,False,POINT (-73.9667114027214 40.7768804702473),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,False,16G-PM-1017-01,,1,-73.966711403,40.776880470
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+,19,10072018,False,True,True,36I,7,,,True,False,POINT (-73.9530035564643 40.7921822457613),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,False,36I-PM-1007-07,,1,-73.953003556,40.792182246
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+White,19,10142018,False,True,True,35A,3,,White,True,False,POINT (-73.9615696577673 40.7951278622399),Ground Plane,False,,,13,GRAY,False,False,False,AM,,False,False,35A-AM-1014-03,,1,-73.961569658,40.795127862
FALSE,RUNS  FROM,Other,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10062018,False,False,True,28C,1,,Cinnamon,False,False,POINT (-73.964474836001 40.7883840104749),Ground Plane,False,gathering acorns,gnd to tree,13,GRAY,False,False,True,PM,,True,False,28C-PM-1006-01,,1,-73.964474836,40.788384010
FALSE,APPROACHES,Approaches,Adult,True,False,4,False,True,19,False,,Cinnamon+,19,10132018,True,True,False,32D,6,,,False,False,POINT (-73.9610705592868 40.7914829661051),Ground Plane,False,"eating (a mushroom),circles around us,really fat,scratching himself,grooming activity",,13,CINNAMON,False,True,False,AM,,False,True,32D-AM-1013-06,,1,-73.961070559,40.791482966
3,EATING,Eating,Adult,False,False,4,False,False,19,False,,Gray+White,19,10082018,True,False,True,22A,5,,White,False,False,POINT (-73.9688454483585 40.7845301288163),Above Ground,False,,,13,GRAY,False,False,True,AM,trash can,True,False,22A-AM-1008-05,,1,-73.968845448,40.784530129
FALSE,INDIFFERENT,Indifferent,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10142018,False,False,True,40B,6,,Cinnamon,True,False,POINT (-73.9578237168359 40.7980959471034),Ground Plane,False,,,13,GRAY,False,True,False,PM,,False,False,40B-PM-1014-06,,1,-73.957823717,40.798095947
FALSE,CHASING,Chasing,Adult,False,False,4,True,False,19,False,,Gray+White,19,10182018,True,False,True,19C,1,,White,True,False,POINT (-73.9688271202401 40.7809719445309),Ground Plane,False,,,13,GRAY,False,True,False,PM,,False,True,19C-PM-1018-01,,1,-73.968827120,40.780971945
FALSE,RUNNING,Running,Adult,False,False,4,False,True,19,False,,Cinnamon+,19,10132018,False,False,False,35A,6,,,False,False,POINT (-73.9617088749928 40.7944585082367),Ground Plane,False,,,13,CINNAMON,False,True,True,PM,,False,False,35A-PM-1013-06,,1,-73.961708875,40.794458508
FALSE,CHASING,Chasing,Adult,False,False,4,True,False,19,False,,Gray+,19,10082018,False,False,True,14E,9,,,False,True,POINT (-73.9701824825872 40.7766530579293),Ground Plane,False,,,13,GRAY,False,True,True,AM,,False,False,14E-AM-1008-09,,1,-73.970182483,40.776653058
4,CLIMBING,Climbing,Adult,False,False,4,False,False,19,True,,Gray+Cinnamon,19,10192018,False,False,True,15G,5,,Cinnamon,False,False,POINT (-73.9676410497481 40.7766043512974),Above Ground,False,,,13,GRAY,False,False,False,PM,,False,False,15G-PM-1019-05,,1,-73.967641050,40.776604351
70,CLIMBING,Climbing,Adult,False,False,4,False,False,19,True,,Gray+,19,10072018,False,False,True,10F,2,,,False,False,POINT (-73.9708726050721 40.7723572030236),Above Ground,False,,,13,GRAY,False,False,False,AM,,False,False,10F-AM-1007-02,,1,-73.970872605,40.772357203
FALSE,FORAGING,Foraging,Adult,False,False,4,False,True,19,False,,"Cinnamon+Gray, White",19,10122018,False,True,False,42E,6,,"Gray, White",False,False,POINT (-73.9541453465817 40.79821622237641),Ground Plane,False,,,13,CINNAMON,False,True,True,PM,,False,False,42E-PM-1012-06,,1,-73.954145347,40.798216222
FALSE,FORAGING,Foraging,Adult,False,False,4,False,True,19,False,,Cinnamon+,19,10132018,False,True,False,22B,4,,,False,False,POINT (-73.9683608295976 40.7842927405327),Ground Plane,False,,ran from dog-walker,13,CINNAMON,False,False,True,AM,Under bench,False,False,22B-AM-1013-04,,1,-73.968360830,40.784292741
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+,19,10102018,False,True,True,15F,6,,,True,False,POINT (-73.968052057989 40.777338666528),Ground Plane,False,,,13,GRAY,False,False,False,PM,,False,False,15F-PM-1010-06,,1,-73.968052058,40.777338667
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10062018,False,True,True,05A,5,,Cinnamon,False,False,POINT (-73.9787180870736 40.7715877863274),Ground Plane,False,,,13,GRAY,False,False,True,AM,near 65th St arch,True,False,5A-AM-1006-05,,1,-73.978718087,40.771587786
,CLIMBING,Climbing,,False,False,4,False,False,19,True,,Gray+,19,10062018,False,False,True,32H,1,,,False,False,POINT (-73.9565905868276 40.7895654068546),Above Ground,False,,,13,GRAY,False,False,False,PM,in the European Beech,False,False,32H-PM-1006-01,,1,-73.956590587,40.789565407
FALSE,FORAGING,Foraging,Adult,False,False,4,False,False,19,False,,Gray+Black,19,10142018,False,True,True,41D,1,,Black,True,False,POINT (-73.9551539498306 40.7987384656256),Ground Plane,False,digging,,13,GRAY,False,False,False,AM,,False,False,41D-AM-1014-01,,1,-73.955153950,40.798738466
FALSE,EATING,Eating,Adult,False,False,4,False,False,19,False,,Gray+Cinnamon,19,10072018,True,False,True,21G,1,,Cinnamon,True,False,POINT (-73.9641971813967 40.7813537959435),Ground Plane,False,,,13,GRAY,False,False,False,PM,,True,False,21G-PM-1007-01,,1,-73.964197181,40.781353796
